dt,AverageTemperature,AverageTemperatureUncertainty,Country,Year
1991-07-01,27.461,0.219,Thailand,1991
1991-08-01,26.823,0.171,Thailand,1991
1991-09-01,27.087,0.118,Thailand,1991
1991-10-01,25.923,0.123,Thailand,1991
1991-11-01,24.382,0.135,Thailand,1991
1991-12-01,23.24,0.144,Thailand,1991
1992-01-01,22.323,0.277,Thailand,1992
1992-02-01,24.643,0.24,Thailand,1992
1992-03-01,27.93,0.241,Thailand,1992
1992-04-01,30.205,0.184,Thailand,1992
1992-05-01,29.696,0.08,Thailand,1992
1992-06-01,28.067,0.213,Thailand,1992
1992-07-01,27.259,0.18,Thailand,1992
1992-08-01,27.024,0.119,Thailand,1992
1992-09-01,26.921,0.222,Thailand,1992
1992-10-01,24.995,0.078,Thailand,1992
1992-11-01,23.595,0.231,Thailand,1992
1992-12-01,22.836,0.368,Thailand,1992
1993-01-01,22.845,0.237,Thailand,1993
1993-02-01,24.328000000000003,0.243,Thailand,1993
1993-03-01,27.455,0.247,Thailand,1993
1993-04-01,28.699,0.15,Thailand,1993
1993-05-01,28.609,0.245,Thailand,1993
1993-06-01,28.328000000000003,0.18,Thailand,1993
1993-07-01,27.949,0.221,Thailand,1993
1993-08-01,26.973000000000003,0.175,Thailand,1993
1993-09-01,26.722,0.159,Thailand,1993
1993-10-01,25.9,0.147,Thailand,1993
1993-11-01,25.06,0.19,Thailand,1993
1993-12-01,22.697,0.136,Thailand,1993
1994-01-01,24.08,0.217,Thailand,1994
1994-02-01,26.752,0.194,Thailand,1994
1994-03-01,26.88,0.227,Thailand,1994
1994-04-01,29.171000000000006,0.268,Thailand,1994
1994-05-01,28.352,0.166,Thailand,1994
1994-06-01,27.331,0.216,Thailand,1994
1994-07-01,27.186,0.182,Thailand,1994
1994-08-01,26.623,0.138,Thailand,1994
1994-09-01,26.844,0.144,Thailand,1994
1994-10-01,25.501,0.148,Thailand,1994
1994-11-01,24.955,0.178,Thailand,1994
1994-12-01,24.049,0.11,Thailand,1994
1995-01-01,23.808000000000003,0.224,Thailand,1995
1995-02-01,24.834,0.1369999999999999,Thailand,1995
1995-03-01,28.267,0.245,Thailand,1995
1995-04-01,29.763,0.273,Thailand,1995
1995-05-01,28.658,0.208,Thailand,1995
1995-06-01,28.341,0.207,Thailand,1995
1995-07-01,27.151,0.161,Thailand,1995
1995-08-01,27.018,0.132,Thailand,1995
1995-09-01,26.901,0.22,Thailand,1995
1995-10-01,26.432,0.165,Thailand,1995
1995-11-01,24.79,0.125,Thailand,1995
1995-12-01,22.396,0.101,Thailand,1995
1996-01-01,23.195,0.248,Thailand,1996
1996-02-01,24.06,0.132,Thailand,1996
1996-03-01,27.857,0.208,Thailand,1996
1996-04-01,28.15,0.328,Thailand,1996
1996-05-01,28.091,0.15,Thailand,1996
1996-06-01,27.746,0.165,Thailand,1996
1996-07-01,27.36,0.173,Thailand,1996
1996-08-01,27.059,0.1689999999999999,Thailand,1996
1996-09-01,26.614,0.19,Thailand,1996
1996-10-01,26.215,0.139,Thailand,1996
1996-11-01,25.299,0.174,Thailand,1996
1996-12-01,22.58,0.133,Thailand,1996
1997-01-01,22.825,0.209,Thailand,1997
1997-02-01,25.059,0.243,Thailand,1997
1997-03-01,27.402,0.332,Thailand,1997
1997-04-01,27.688,0.236,Thailand,1997
1997-05-01,29.163,0.14,Thailand,1997
1997-06-01,28.675,0.205,Thailand,1997
1997-07-01,27.341,0.251,Thailand,1997
1997-08-01,27.273000000000003,0.223,Thailand,1997
1997-09-01,26.831,0.175,Thailand,1997
1997-10-01,26.72300000000001,0.136,Thailand,1997
1997-11-01,25.75,0.089,Thailand,1997
1997-12-01,24.892,0.1639999999999999,Thailand,1997
1998-01-01,25.118,0.265,Thailand,1998
1998-02-01,26.732,0.184,Thailand,1998
1998-03-01,29.135,0.155,Thailand,1998
1998-04-01,29.971,0.122,Thailand,1998
1998-05-01,29.884,0.102,Thailand,1998
1998-06-01,28.933000000000003,0.171,Thailand,1998
1998-07-01,28.069000000000003,0.154,Thailand,1998
1998-08-01,27.717,0.103,Thailand,1998
1998-09-01,27.166,0.177,Thailand,1998
1998-10-01,26.618,0.132,Thailand,1998
1998-11-01,25.365,0.079,Thailand,1998
1998-12-01,23.848000000000003,0.142,Thailand,1998
1999-01-01,24.087,0.186,Thailand,1999
1999-02-01,25.856,0.215,Thailand,1999
1999-03-01,28.226,0.188,Thailand,1999
1999-04-01,28.003,0.303,Thailand,1999
1999-05-01,27.243,0.223,Thailand,1999
1999-06-01,27.492,0.178,Thailand,1999
1999-07-01,27.57,0.178,Thailand,1999
1999-08-01,27.002,0.143,Thailand,1999
1999-09-01,26.85,0.152,Thailand,1999
1999-10-01,26.07,0.165,Thailand,1999
1999-11-01,25.07,0.13,Thailand,1999
1999-12-01,21.198,0.127,Thailand,1999
2000-01-01,24.032,0.172,Thailand,2000
2000-02-01,24.679,0.188,Thailand,2000
2000-03-01,27.246,0.243,Thailand,2000
2000-04-01,28.062,0.203,Thailand,2000
2000-05-01,27.71,0.246,Thailand,2000
2000-06-01,27.326,0.19,Thailand,2000
2000-07-01,27.243,0.187,Thailand,2000
2000-08-01,27.321,0.233,Thailand,2000
2000-09-01,26.609,0.157,Thailand,2000
2000-10-01,26.468000000000004,0.15,Thailand,2000
2000-11-01,24.576,0.111,Thailand,2000
2000-12-01,24.354,0.213,Thailand,2000
2001-01-01,24.994,0.208,Thailand,2001
2001-02-01,25.939,0.262,Thailand,2001
2001-03-01,27.066,0.199,Thailand,2001
2001-04-01,30.125,0.187,Thailand,2001
2001-05-01,27.86,0.21,Thailand,2001
2001-06-01,27.646,0.198,Thailand,2001
2001-07-01,27.567,0.207,Thailand,2001
2001-08-01,27.405,0.166,Thailand,2001
2001-09-01,27.27,0.156,Thailand,2001
2001-10-01,26.637,0.151,Thailand,2001
2001-11-01,23.822,0.175,Thailand,2001
2001-12-01,23.827,0.148,Thailand,2001
2002-01-01,23.469,0.208,Thailand,2002
2002-02-01,25.958,0.22,Thailand,2002
2002-03-01,27.747,0.304,Thailand,2002
2002-04-01,29.231,0.274,Thailand,2002
2002-05-01,28.221,0.219,Thailand,2002
2002-06-01,28.206,0.122,Thailand,2002
2002-07-01,27.776,0.223,Thailand,2002
2002-08-01,26.981,0.136,Thailand,2002
2002-09-01,26.716,0.138,Thailand,2002
2002-10-01,26.633000000000006,0.26,Thailand,2002
2002-11-01,25.556,0.182,Thailand,2002
2002-12-01,24.939,0.121,Thailand,2002
2003-01-01,23.227,0.111,Thailand,2003
2003-02-01,25.813,0.17,Thailand,2003
2003-03-01,27.102,0.28,Thailand,2003
2003-04-01,29.361,0.292,Thailand,2003
2003-05-01,29.041,0.261,Thailand,2003
2003-06-01,27.905,0.304,Thailand,2003
2003-07-01,27.59,0.268,Thailand,2003
2003-08-01,27.506,0.228,Thailand,2003
2003-09-01,26.906,0.287,Thailand,2003
2003-10-01,26.609,0.303,Thailand,2003
2003-11-01,25.771,0.185,Thailand,2003
2003-12-01,22.957,0.151,Thailand,2003
2004-01-01,23.97,0.29,Thailand,2004
2004-02-01,24.612,0.143,Thailand,2004
2004-03-01,28.268,0.319,Thailand,2004
2004-04-01,29.376,0.301,Thailand,2004
2004-05-01,28.242,0.192,Thailand,2004
2004-06-01,27.496,0.299,Thailand,2004
2004-07-01,27.173,0.242,Thailand,2004
2004-08-01,27.354,0.209,Thailand,2004
2004-09-01,26.806,0.083,Thailand,2004
2004-10-01,26.225,0.268,Thailand,2004
2004-11-01,25.793000000000003,0.116,Thailand,2004
2004-12-01,22.685,0.159,Thailand,2004
2005-01-01,23.696,0.209,Thailand,2005
2005-02-01,26.939,0.273,Thailand,2005
2005-03-01,27.528,0.241,Thailand,2005
2005-04-01,29.19400000000001,0.267,Thailand,2005
2005-05-01,29.19,0.155,Thailand,2005
2005-06-01,28.212,0.196,Thailand,2005
2005-07-01,27.633000000000003,0.23,Thailand,2005
2005-08-01,27.253,0.201,Thailand,2005
2005-09-01,26.989,0.097,Thailand,2005
2005-10-01,26.659,0.161,Thailand,2005
2005-11-01,25.61,0.105,Thailand,2005
2005-12-01,23.095,0.221,Thailand,2005
2006-01-01,23.893,0.22,Thailand,2006
2006-02-01,26.146,0.195,Thailand,2006
2006-03-01,28.198,0.255,Thailand,2006
2006-04-01,28.599,0.277,Thailand,2006
2006-05-01,27.807,0.351,Thailand,2006
2006-06-01,28.168000000000003,0.2,Thailand,2006
2006-07-01,27.457,0.235,Thailand,2006
2006-08-01,27.126,0.181,Thailand,2006
2006-09-01,27.068,0.183,Thailand,2006
2006-10-01,26.638,0.15,Thailand,2006
2006-11-01,26.255,0.202,Thailand,2006
2006-12-01,23.583,0.215,Thailand,2006
2007-01-01,23.528,0.161,Thailand,2007
2007-02-01,25.654,0.248,Thailand,2007
2007-03-01,28.355,0.249,Thailand,2007
2007-04-01,28.950000000000006,0.289,Thailand,2007
2007-05-01,27.774,0.142,Thailand,2007
2007-06-01,28.473000000000003,0.247,Thailand,2007
2007-07-01,27.686,0.231,Thailand,2007
2007-08-01,27.51,0.145,Thailand,2007
2007-09-01,27.197,0.185,Thailand,2007
2007-10-01,26.004,0.133,Thailand,2007
2007-11-01,24.132,0.118,Thailand,2007
2007-12-01,24.38,0.171,Thailand,2007
2008-01-01,23.742,0.26,Thailand,2008
2008-02-01,24.303,0.207,Thailand,2008
2008-03-01,27.338,0.287,Thailand,2008
2008-04-01,28.607000000000006,0.228,Thailand,2008
2008-05-01,27.555,0.17,Thailand,2008
2008-06-01,27.686,0.254,Thailand,2008
2008-07-01,27.339,0.178,Thailand,2008
2008-08-01,27.296,0.26,Thailand,2008
2008-09-01,26.944000000000003,0.204,Thailand,2008
2008-10-01,26.764,0.142,Thailand,2008
2008-11-01,24.633000000000003,0.129,Thailand,2008
2008-12-01,22.457,0.192,Thailand,2008
2009-01-01,22.001,0.312,Thailand,2009
2009-02-01,26.425,0.255,Thailand,2009
2009-03-01,27.578000000000003,0.266,Thailand,2009
2009-04-01,28.74,0.3,Thailand,2009
2009-05-01,28.1,0.224,Thailand,2009
2009-06-01,27.962,0.187,Thailand,2009
2009-07-01,27.518,0.351,Thailand,2009
2009-08-01,27.831,0.31,Thailand,2009
2009-09-01,27.411,0.165,Thailand,2009
2009-10-01,26.922,0.144,Thailand,2009
2009-11-01,25.208,0.274,Thailand,2009
2009-12-01,24.081,0.213,Thailand,2009
2010-01-01,24.86,0.208,Thailand,2010
2010-02-01,26.866,0.171,Thailand,2010
2010-03-01,28.407,0.157,Thailand,2010
2010-04-01,30.398000000000003,0.122,Thailand,2010
2010-05-01,30.327,0.152,Thailand,2010
2010-06-01,29.162,0.212,Thailand,2010
2010-07-01,28.183000000000003,0.302,Thailand,2010
2010-08-01,27.294,0.347,Thailand,2010
2010-09-01,27.489,0.152,Thailand,2010
2010-10-01,26.258000000000006,0.133,Thailand,2010
2010-11-01,25.253,0.141,Thailand,2010
2010-12-01,24.179,0.22,Thailand,2010
2011-01-01,23.116,0.276,Thailand,2011
2011-02-01,25.728,0.226,Thailand,2011
2011-03-01,25.553,0.25,Thailand,2011
2011-04-01,27.894,0.286,Thailand,2011
2011-05-01,28.118,0.26,Thailand,2011
2011-06-01,27.877,0.304,Thailand,2011
2011-07-01,27.544,0.321,Thailand,2011
2011-08-01,27.145,0.185,Thailand,2011
2011-09-01,26.9,0.216,Thailand,2011
2011-10-01,26.286,0.21,Thailand,2011
2011-11-01,25.7,0.166,Thailand,2011
2011-12-01,23.159,0.303,Thailand,2011
2012-01-01,24.475,0.318,Thailand,2012
2012-02-01,26.318,0.155,Thailand,2012
2012-03-01,27.924,0.1689999999999999,Thailand,2012
2012-04-01,29.019,0.337,Thailand,2012
2012-05-01,28.562,0.26,Thailand,2012
2012-06-01,28.266,0.305,Thailand,2012
2012-07-01,27.685,0.448,Thailand,2012
2012-08-01,27.685,0.379,Thailand,2012
2012-09-01,27.439,0.263,Thailand,2012
2012-10-01,27.256,0.268,Thailand,2012
2012-11-01,27.256,0.271,Thailand,2012
2012-12-01,25.583,0.322,Thailand,2012
2013-01-01,24.373,0.326,Thailand,2013
2013-02-01,27.148000000000003,0.23,Thailand,2013
2013-03-01,28.528,0.217,Thailand,2013
2013-04-01,29.885,0.234,Thailand,2013
2013-05-01,29.548,0.286,Thailand,2013
2013-06-01,28.325,0.207,Thailand,2013
2013-07-01,27.564,0.318,Thailand,2013
2013-08-01,27.548,0.289,Thailand,2013
2013-09-01,18.899032863849765,0.3216699362843729,Thailand,2013
1990-01-01,-1.4430000000000005,0.168,Turkey,1990
1990-02-01,1.798,0.159,Turkey,1990
1990-03-01,6.568,0.269,Turkey,1990
1990-04-01,10.441,0.151,Turkey,1990
1990-05-01,14.687,0.139,Turkey,1990
1990-06-01,19.435,0.3,Turkey,1990
1990-07-01,23.656,0.175,Turkey,1990
1990-08-01,22.243,0.233,Turkey,1990
1990-09-01,18.68,0.219,Turkey,1990
1990-10-01,13.934,0.249,Turkey,1990
1990-11-01,9.87,0.278,Turkey,1990
1990-12-01,4.521,0.241,Turkey,1990
1991-01-01,0.5249999999999999,0.233,Turkey,1991
1991-02-01,0.4310000000000001,0.493,Turkey,1991
1991-03-01,6.376,0.305,Turkey,1991
1991-04-01,10.856000000000002,0.21,Turkey,1991
1991-05-01,14.101,0.195,Turkey,1991
1991-06-01,20.057,0.14,Turkey,1991
1991-07-01,23.323,0.257,Turkey,1991
1991-08-01,23.323,0.163,Turkey,1991
1991-09-01,18.917,0.258,Turkey,1991
1991-10-01,14.291,0.226,Turkey,1991
1991-11-01,7.931999999999999,0.097,Turkey,1991
1991-12-01,0.8809999999999998,0.203,Turkey,1991
1992-01-01,-2.245,0.617,Turkey,1992
1992-02-01,-2.2430000000000003,0.505,Turkey,1992
1992-03-01,3.631,0.407,Turkey,1992
1992-04-01,10.133,0.256,Turkey,1992
1992-05-01,13.951,0.191,Turkey,1992
1992-06-01,18.971,0.255,Turkey,1992
1992-07-01,21.213,0.36,Turkey,1992
1992-08-01,23.126,0.374,Turkey,1992
1992-09-01,17.930999999999994,0.346,Turkey,1992
1992-10-01,14.98,0.229,Turkey,1992
1992-11-01,6.533,0.252,Turkey,1992
1992-12-01,0.2189999999999998,0.455,Turkey,1992
1993-01-01,-1.3350000000000002,0.475,Turkey,1993
1993-02-01,-0.3539999999999996,0.254,Turkey,1993
1993-03-01,4.875,0.268,Turkey,1993
1993-04-01,9.964,0.175,Turkey,1993
1993-05-01,14.089,0.305,Turkey,1993
1993-06-01,19.31,0.152,Turkey,1993
1993-07-01,22.545,0.224,Turkey,1993
1993-08-01,23.114,0.277,Turkey,1993
1993-09-01,19.191,0.185,Turkey,1993
1993-10-01,14.658,0.258,Turkey,1993
1993-11-01,5.031000000000001,0.182,Turkey,1993
1993-12-01,4.2410000000000005,0.248,Turkey,1993
1994-01-01,3.427,0.263,Turkey,1994
1994-02-01,2.151,0.296,Turkey,1994
1994-03-01,6.48,0.138,Turkey,1994
1994-04-01,13.09,0.228,Turkey,1994
1994-05-01,16.207,0.146,Turkey,1994
1994-06-01,19.867,0.193,Turkey,1994
1994-07-01,23.327,0.291,Turkey,1994
1994-08-01,23.328000000000007,0.236,Turkey,1994
1994-09-01,21.884,0.244,Turkey,1994
1994-10-01,15.723,0.188,Turkey,1994
1994-11-01,6.792999999999998,0.203,Turkey,1994
1994-12-01,0.6609999999999999,0.324,Turkey,1994
1995-01-01,2.399,0.24,Turkey,1995
1995-02-01,3.992,0.203,Turkey,1995
1995-03-01,6.811,0.128,Turkey,1995
1995-04-01,9.805,0.239,Turkey,1995
1995-05-01,16.213,0.238,Turkey,1995
1995-06-01,20.93,0.1689999999999999,Turkey,1995
1995-07-01,22.482,0.274,Turkey,1995
1995-08-01,23.366000000000003,0.198,Turkey,1995
1995-09-01,19.461,0.301,Turkey,1995
1995-10-01,12.406,0.172,Turkey,1995
1995-11-01,5.621,0.133,Turkey,1995
1995-12-01,2.78,0.16,Turkey,1995
1996-01-01,1.306,0.317,Turkey,1996
1996-02-01,3.362,0.212,Turkey,1996
1996-03-01,4.572,0.273,Turkey,1996
1996-04-01,8.875,0.227,Turkey,1996
1996-05-01,17.23,0.2,Turkey,1996
1996-06-01,19.801,0.263,Turkey,1996
1996-07-01,24.196,0.308,Turkey,1996
1996-08-01,23.501,0.205,Turkey,1996
1996-09-01,18.505,0.262,Turkey,1996
1996-10-01,12.534,0.219,Turkey,1996
1996-11-01,8.705,0.195,Turkey,1996
1996-12-01,6.284,0.334,Turkey,1996
1997-01-01,2.414,0.365,Turkey,1997
1997-02-01,0.6540000000000001,0.308,Turkey,1997
1997-03-01,3.574,0.377,Turkey,1997
1997-04-01,8.085,0.238,Turkey,1997
1997-05-01,16.46,0.249,Turkey,1997
1997-06-01,20.078000000000007,0.207,Turkey,1997
1997-07-01,22.892,0.271,Turkey,1997
1997-08-01,22.046000000000006,0.22,Turkey,1997
1997-09-01,17.116999999999994,0.22,Turkey,1997
1997-10-01,13.572,0.301,Turkey,1997
1997-11-01,8.136000000000001,0.188,Turkey,1997
1997-12-01,3.788,0.283,Turkey,1997
1998-01-01,1.037,0.371,Turkey,1998
1998-02-01,2.0370000000000004,0.328,Turkey,1998
1998-03-01,4.636,0.341,Turkey,1998
1998-04-01,12.384,0.158,Turkey,1998
1998-05-01,15.652,0.153,Turkey,1998
1998-06-01,20.969,0.192,Turkey,1998
1998-07-01,24.224,0.143,Turkey,1998
1998-08-01,24.762,0.136,Turkey,1998
1998-09-01,19.59,0.173,Turkey,1998
1998-10-01,14.84,0.124,Turkey,1998
1998-11-01,10.015,0.186,Turkey,1998
1998-12-01,4.452,0.183,Turkey,1998
1999-01-01,3.29,0.159,Turkey,1999
1999-02-01,3.768,0.314,Turkey,1999
1999-03-01,6.619,0.107,Turkey,1999
1999-04-01,11.322,0.155,Turkey,1999
1999-05-01,16.387,0.147,Turkey,1999
1999-06-01,20.551,0.166,Turkey,1999
1999-07-01,24.098000000000003,0.225,Turkey,1999
1999-08-01,24.192,0.297,Turkey,1999
1999-09-01,19.425,0.165,Turkey,1999
1999-10-01,14.454,0.202,Turkey,1999
1999-11-01,7.870999999999999,0.18,Turkey,1999
1999-12-01,5.07,0.178,Turkey,1999
2000-01-01,-0.982,0.142,Turkey,2000
2000-02-01,0.8780000000000003,0.157,Turkey,2000
2000-03-01,4.369,0.314,Turkey,2000
2000-04-01,12.464,0.175,Turkey,2000
2000-05-01,15.469,0.099,Turkey,2000
2000-06-01,20.265,0.293,Turkey,2000
2000-07-01,25.363000000000003,0.258,Turkey,2000
2000-08-01,23.512,0.262,Turkey,2000
2000-09-01,19.59,0.166,Turkey,2000
2000-10-01,12.958,0.243,Turkey,2000
2000-11-01,8.879,0.165,Turkey,2000
2000-12-01,3.658,0.156,Turkey,2000
2001-01-01,2.927,0.224,Turkey,2001
2001-02-01,3.951,0.185,Turkey,2001
2001-03-01,10.318,0.257,Turkey,2001
2001-04-01,11.87,0.128,Turkey,2001
2001-05-01,14.879,0.139,Turkey,2001
2001-06-01,20.965000000000003,0.371,Turkey,2001
2001-07-01,24.929,0.314,Turkey,2001
2001-08-01,24.647,0.208,Turkey,2001
2001-09-01,20.566,0.243,Turkey,2001
2001-10-01,13.914,0.216,Turkey,2001
2001-11-01,7.302,0.242,Turkey,2001
2001-12-01,3.131,0.181,Turkey,2001
2002-01-01,-1.2740000000000002,0.447,Turkey,2002
2002-02-01,4.577,0.305,Turkey,2002
2002-03-01,7.927,0.179,Turkey,2002
2002-04-01,9.812,0.21,Turkey,2002
2002-05-01,15.402,0.249,Turkey,2002
2002-06-01,20.582,0.15,Turkey,2002
2002-07-01,24.379,0.251,Turkey,2002
2002-08-01,23.118,0.243,Turkey,2002
2002-09-01,19.609,0.172,Turkey,2002
2002-10-01,14.597,0.333,Turkey,2002
2002-11-01,9.022,0.249,Turkey,2002
2002-12-01,0.3169999999999997,0.343,Turkey,2002
2003-01-01,3.93,0.23,Turkey,2003
2003-02-01,0.4390000000000003,0.238,Turkey,2003
2003-03-01,3.259,0.267,Turkey,2003
2003-04-01,9.56,0.329,Turkey,2003
2003-05-01,17.237000000000002,0.14,Turkey,2003
2003-06-01,20.69100000000001,0.215,Turkey,2003
2003-07-01,23.672,0.22,Turkey,2003
2003-08-01,24.247,0.425,Turkey,2003
2003-09-01,18.892,0.206,Turkey,2003
2003-10-01,15.009,0.269,Turkey,2003
2003-11-01,7.922000000000001,0.185,Turkey,2003
2003-12-01,3.1180000000000003,0.168,Turkey,2003
2004-01-01,1.358,0.237,Turkey,2004
2004-02-01,2.4090000000000003,0.211,Turkey,2004
2004-03-01,7.134,0.222,Turkey,2004
2004-04-01,10.515999999999998,0.257,Turkey,2004
2004-05-01,14.994000000000002,0.206,Turkey,2004
2004-06-01,20.089,0.311,Turkey,2004
2004-07-01,23.222,0.217,Turkey,2004
2004-08-01,23.42,0.226,Turkey,2004
2004-09-01,19.691,0.121,Turkey,2004
2004-10-01,15.114,0.342,Turkey,2004
2004-11-01,7.877000000000001,0.113,Turkey,2004
2004-12-01,1.898,0.296,Turkey,2004
2005-01-01,2.059,0.378,Turkey,2005
2005-02-01,2.0420000000000003,0.194,Turkey,2005
2005-03-01,6.022,0.265,Turkey,2005
2005-04-01,11.304,0.191,Turkey,2005
2005-05-01,15.82,0.125,Turkey,2005
2005-06-01,19.573,0.253,Turkey,2005
2005-07-01,24.458,0.287,Turkey,2005
2005-08-01,24.579,0.206,Turkey,2005
2005-09-01,19.501,0.16,Turkey,2005
2005-10-01,12.474,0.201,Turkey,2005
2005-11-01,7.167000000000001,0.146,Turkey,2005
2005-12-01,4.196000000000001,0.293,Turkey,2005
2006-01-01,-0.4310000000000001,0.261,Turkey,2006
2006-02-01,2.1500000000000004,0.396,Turkey,2006
2006-03-01,7.242000000000001,0.26,Turkey,2006
2006-04-01,11.725,0.241,Turkey,2006
2006-05-01,16.076,0.281,Turkey,2006
2006-06-01,21.675,0.361,Turkey,2006
2006-07-01,23.163,0.295,Turkey,2006
2006-08-01,25.81900000000001,0.341,Turkey,2006
2006-09-01,19.487,0.225,Turkey,2006
2006-10-01,14.419,0.175,Turkey,2006
2006-11-01,6.571999999999999,0.154,Turkey,2006
2006-12-01,1.504,0.288,Turkey,2006
2007-01-01,1.05,0.271,Turkey,2007
2007-02-01,2.467,0.3,Turkey,2007
2007-03-01,6.613,0.141,Turkey,2007
2007-04-01,8.762,0.217,Turkey,2007
2007-05-01,17.991,0.249,Turkey,2007
2007-06-01,21.788,0.146,Turkey,2007
2007-07-01,24.716,0.345,Turkey,2007
2007-08-01,24.892000000000003,0.265,Turkey,2007
2007-09-01,20.458,0.309,Turkey,2007
2007-10-01,15.142,0.151,Turkey,2007
2007-11-01,7.614,0.144,Turkey,2007
2007-12-01,2.291,0.19,Turkey,2007
2008-01-01,-2.345,0.502,Turkey,2008
2008-02-01,0.0819999999999998,0.621,Turkey,2008
2008-03-01,9.55,0.248,Turkey,2008
2008-04-01,13.237,0.231,Turkey,2008
2008-05-01,15.205,0.243,Turkey,2008
2008-06-01,21.057,0.19,Turkey,2008
2008-07-01,24.219,0.18,Turkey,2008
2008-08-01,25.157,0.29,Turkey,2008
2008-09-01,19.97,0.295,Turkey,2008
2008-10-01,14.026000000000002,0.235,Turkey,2008
2008-11-01,9.287,0.152,Turkey,2008
2008-12-01,2.449,0.351,Turkey,2008
2009-01-01,1.6429999999999998,0.266,Turkey,2009
2009-02-01,4.146,0.289,Turkey,2009
2009-03-01,5.822,0.194,Turkey,2009
2009-04-01,10.153,0.28,Turkey,2009
2009-05-01,15.654000000000002,0.162,Turkey,2009
2009-06-01,21.267000000000003,0.132,Turkey,2009
2009-07-01,23.661,0.352,Turkey,2009
2009-08-01,22.770000000000003,0.243,Turkey,2009
2009-09-01,18.525,0.223,Turkey,2009
2009-10-01,15.918,0.188,Turkey,2009
2009-11-01,8.264999999999999,0.257,Turkey,2009
2009-12-01,5.954,0.29,Turkey,2009
2010-01-01,3.709,0.252,Turkey,2010
2010-02-01,5.695,0.375,Turkey,2010
2010-03-01,8.171,0.317,Turkey,2010
2010-04-01,11.335,0.241,Turkey,2010
2010-05-01,16.805,0.181,Turkey,2010
2010-06-01,21.360000000000007,0.21,Turkey,2010
2010-07-01,25.026,0.295,Turkey,2010
2010-08-01,26.273000000000003,0.349,Turkey,2010
2010-09-01,21.747,0.207,Turkey,2010
2010-10-01,13.882,0.262,Turkey,2010
2010-11-01,11.087,0.356,Turkey,2010
2010-12-01,6.29,0.316,Turkey,2010
2011-01-01,1.97,0.4270000000000001,Turkey,2011
2011-02-01,2.464,0.36,Turkey,2011
2011-03-01,6.138999999999999,0.275,Turkey,2011
2011-04-01,9.686,0.288,Turkey,2011
2011-05-01,14.712,0.217,Turkey,2011
2011-06-01,20.004,0.299,Turkey,2011
2011-07-01,24.613000000000003,0.267,Turkey,2011
2011-08-01,23.664,0.174,Turkey,2011
2011-09-01,20.208,0.204,Turkey,2011
2011-10-01,12.464,0.25,Turkey,2011
2011-11-01,4.19,0.209,Turkey,2011
2011-12-01,2.86,0.482,Turkey,2011
2012-01-01,0.14,0.48,Turkey,2012
2012-02-01,-0.7629999999999999,0.285,Turkey,2012
2012-03-01,3.779,0.177,Turkey,2012
2012-04-01,12.901,0.235,Turkey,2012
2012-05-01,16.322,0.253,Turkey,2012
2012-06-01,21.947000000000006,0.262,Turkey,2012
2012-07-01,24.936,0.262,Turkey,2012
2012-08-01,24.211,0.318,Turkey,2012
2012-09-01,21.021,0.603,Turkey,2012
2012-10-01,15.988,0.496,Turkey,2012
2012-11-01,10.001,0.256,Turkey,2012
2012-12-01,3.77,0.393,Turkey,2012
2013-01-01,2.103,0.416,Turkey,2013
2013-02-01,4.82,0.389,Turkey,2013
2013-03-01,7.63,0.243,Turkey,2013
2013-04-01,12.102,0.259,Turkey,2013
2013-05-01,17.522000000000002,0.36,Turkey,2013
2013-06-01,20.862,0.24,Turkey,2013
2013-07-01,23.335,0.281,Turkey,2013
2013-08-01,23.839,0.306,Turkey,2013
2013-09-01,18.899032863849765,0.3216699362843729,Turkey,2013
1990-01-01,0.389,0.333,Turkmenistan,1990
1990-02-01,4.355,0.288,Turkmenistan,1990
1990-03-01,10.008,0.326,Turkmenistan,1990
1990-04-01,15.696000000000002,0.324,Turkmenistan,1990
1990-05-01,22.95,0.217,Turkmenistan,1990
1990-06-01,29.311,0.273,Turkmenistan,1990
1990-07-01,30.115,0.384,Turkmenistan,1990
1990-08-01,28.605,0.348,Turkmenistan,1990
1990-09-01,24.053,0.381,Turkmenistan,1990
1990-10-01,14.307,0.337,Turkmenistan,1990
1990-11-01,10.402,0.384,Turkmenistan,1990
1990-12-01,0.9260000000000002,0.3720000000000001,Turkmenistan,1990
1991-01-01,1.041,0.21,Turkmenistan,1991
1991-02-01,2.789,0.268,Turkmenistan,1991
1991-03-01,8.052999999999999,0.27,Turkmenistan,1991
1991-04-01,17.249000000000002,0.268,Turkmenistan,1991
1991-05-01,21.094,0.305,Turkmenistan,1991
1991-06-01,27.43,0.358,Turkmenistan,1991
1991-07-01,30.426,0.197,Turkmenistan,1991
1991-08-01,27.816,0.305,Turkmenistan,1991
1991-09-01,22.671,0.216,Turkmenistan,1991
1991-10-01,16.33,0.333,Turkmenistan,1991
1991-11-01,7.761,0.311,Turkmenistan,1991
1991-12-01,3.593,0.191,Turkmenistan,1991
1992-01-01,1.994,0.265,Turkmenistan,1992
1992-02-01,4.531000000000001,0.338,Turkmenistan,1992
1992-03-01,6.774,0.3229999999999999,Turkmenistan,1992
1992-04-01,15.218,0.374,Turkmenistan,1992
1992-05-01,19.319000000000003,0.194,Turkmenistan,1992
1992-06-01,27.257,0.296,Turkmenistan,1992
